0,0.0,0.1,2.0,0.07,0.01,0.07
1,2.0,0.468519154098,0.0766059365016,0.567744620086,0.0117944692729,0.013455320373
2,4.0,0.446684787041,0.0670294060502,0.322995717923,0.0105103047232,0.0206746561945
3,6.0,0.431640706809,0.0697133804709,0.27714686089,0.0108743584593,0.0248373182353
4,8.0,0.422491253554,0.0714580477289,0.2595737745,0.0111090007458,0.0270522204673
5,10.0,0.416931828202,0.0725634077385,0.252495677051,0.0112568497114,0.0281642668495
6,12.0,0.413555961564,0.0732522509115,0.249896747601,0.0113486698971,0.0286830454099
7,14.0,0.411506904825,0.0736770811522,0.24925786639,0.0114051772238,0.0288981025572
8,16.0,0.410263528982,0.0739373973162,0.249425855277,0.0114397567819,0.0289664880652
9,18.0,0.409509170683,0.0740962740257,0.24986507179,0.0114608444827,0.0289698334354
10,30.0,0.400476647762,0.111548631766,0.584120281799,0.016097036676,0.0178642116211
11,32.0,0.2565196002,0.035243603609,0.120935621759,0.00589028873081,0.0304605787784
12,34.0,0.173535443504,0.0515694475416,0.140649722394,0.00833672066485,0.0371193484672
13,36.0,0.130491909353,0.0683291215115,0.180792429751,0.0106869930612,0.0371302344801
14,38.0,0.107778950766,0.0829621766566,0.23816121542,0.0126175166579,0.0334256038636
15,40.0,0.0956901416553,0.0940481955065,0.308396175537,0.0140105597036,0.0288209274759
16,42.0,0.0892726180952,0.101507608048,0.38261807498,0.0149161898586,0.0248761973567
17,44.0,0.0859034205879,0.106071658774,0.450053180116,0.0154582478524,0.0220336193441
18,46.0,0.0841601328837,0.10866910186,0.503240749419,0.0157627603409,0.0201769191922
19,48.0,0.0832703241179,0.110072673889,0.54051883943,0.0159261273266,0.0190354539802
20,50.0,0.0828209098266,0.110805276717,0.564416216714,0.0160110717626,0.0183609422258
21,52.0,0.0825955394118,0.111179451433,0.578804595918,0.0160543712283,0.0179730906348
22,54.0,0.0824830149255,0.111368129986,0.587109188418,0.0160761833177,0.0177544287911
23,56.0,0.082426975157,0.111462588038,0.591769469797,0.0160870974877,0.0176329734265
24,58.0,0.0823991042519,0.111509693007,0.594335680638,0.0160925389208,0.0175662905752
25,60.0,0.0823852537417,0.111533134252,0.595730320287,0.0160952464505,0.0175300212336
